lower_threshold,upper_threshold,total_records,total_failures,total_passes,low_risk_records,review_records,high_risk_records,low_risk_rate,review_rate,high_risk_rate,automation_coverage,low_risk_failures,low_risk_passes,review_failures,review_passes,high_risk_failures,high_risk_passes,low_risk_npv,high_risk_precision,low_risk_failure_leakage,high_risk_failure_capture,review_failure_capture,review_plus_high_failure_capture,high_risk_false_alarm_rate,operational_cost
0.065,0.4149999999999998,1253,83,1170,785,468,0,0.6264964086193137,0.37350359138068634,0.0,0.6264964086193137,22,763,61,407,0,0,0.9719745222929936,0.0,0.26506024096385544,0.0,0.7349397590361446,0.7349397590361446,0.0,877.5
0.065,0.4199999999999998,1253,83,1170,785,468,0,0.6264964086193137,0.37350359138068634,0.0,0.6264964086193137,22,763,61,407,0,0,0.9719745222929936,0.0,0.26506024096385544,0.0,0.7349397590361446,0.7349397590361446,0.0,877.5
0.065,0.4249999999999998,1253,83,1170,785,468,0,0.6264964086193137,0.37350359138068634,0.0,0.6264964086193137,22,763,61,407,0,0,0.9719745222929936,0.0,0.26506024096385544,0.0,0.7349397590361446,0.7349397590361446,0.0,877.5
0.065,0.4299999999999998,1253,83,1170,785,468,0,0.6264964086193137,0.37350359138068634,0.0,0.6264964086193137,22,763,61,407,0,0,0.9719745222929936,0.0,0.26506024096385544,0.0,0.7349397590361446,0.7349397590361446,0.0,877.5
0.065,0.43499999999999983,1253,83,1170,785,468,0,0.6264964086193137,0.37350359138068634,0.0,0.6264964086193137,22,763,61,407,0,0,0.9719745222929936,0.0,0.26506024096385544,0.0,0.7349397590361446,0.7349397590361446,0.0,877.5
0.065,0.43999999999999984,1253,83,1170,785,468,0,0.6264964086193137,0.37350359138068634,0.0,0.6264964086193137,22,763,61,407,0,0,0.9719745222929936,0.0,0.26506024096385544,0.0,0.7349397590361446,0.7349397590361446,0.0,877.5
0.065,0.4449999999999998,1253,83,1170,785,468,0,0.6264964086193137,0.37350359138068634,0.0,0.6264964086193137,22,763,61,407,0,0,0.9719745222929936,0.0,0.26506024096385544,0.0,0.7349397590361446,0.7349397590361446,0.0,877.5
0.065,0.4499999999999998,1253,83,1170,785,468,0,0.6264964086193137,0.37350359138068634,0.0,0.6264964086193137,22,763,61,407,0,0,0.9719745222929936,0.0,0.26506024096385544,0.0,0.7349397590361446,0.7349397590361446,0.0,877.5
0.065,0.4549999999999998,1253,83,1170,785,468,0,0.6264964086193137,0.37350359138068634,0.0,0.6264964086193137,22,763,61,407,0,0,0.9719745222929936,0.0,0.26506024096385544,0.0,0.7349397590361446,0.7349397590361446,0.0,877.5
0.065,0.4599999999999998,1253,83,1170,785,468,0,0.6264964086193137,0.37350359138068634,0.0,0.6264964086193137,22,763,61,407,0,0,0.9719745222929936,0.0,0.26506024096385544,0.0,0.7349397590361446,0.7349397590361446,0.0,877.5
0.065,0.4649999999999998,1253,83,1170,785,468,0,0.6264964086193137,0.37350359138068634,0.0,0.6264964086193137,22,763,61,407,0,0,0.9719745222929936,0.0,0.26506024096385544,0.0,0.7349397590361446,0.7349397590361446,0.0,877.5
0.065,0.4699999999999998,1253,83,1170,785,468,0,0.6264964086193137,0.37350359138068634,0.0,0.6264964086193137,22,763,61,407,0,0,0.9719745222929936,0.0,0.26506024096385544,0.0,0.7349397590361446,0.7349397590361446,0.0,877.5
0.065,0.4749999999999998,1253,83,1170,785,468,0,0.6264964086193137,0.37350359138068634,0.0,0.6264964086193137,22,763,61,407,0,0,0.9719745222929936,0.0,0.26506024096385544,0.0,0.7349397590361446,0.7349397590361446,0.0,877.5
0.065,0.47999999999999976,1253,83,1170,785,468,0,0.6264964086193137,0.37350359138068634,0.0,0.6264964086193137,22,763,61,407,0,0,0.9719745222929936,0.0,0.26506024096385544,0.0,0.7349397590361446,0.7349397590361446,0.0,877.5
0.065,0.48499999999999976,1253,83,1170,785,468,0,0.6264964086193137,0.37350359138068634,0.0,0.6264964086193137,22,763,61,407,0,0,0.9719745222929936,0.0,0.26506024096385544,0.0,0.7349397590361446,0.7349397590361446,0.0,877.5
0.065,0.48999999999999977,1253,83,1170,785,468,0,0.6264964086193137,0.37350359138068634,0.0,0.6264964086193137,22,763,61,407,0,0,0.9719745222929936,0.0,0.26506024096385544,0.0,0.7349397590361446,0.7349397590361446,0.0,877.5
0.065,0.4949999999999998,1253,83,1170,785,468,0,0.6264964086193137,0.37350359138068634,0.0,0.6264964086193137,22,763,61,407,0,0,0.9719745222929936,0.0,0.26506024096385544,0.0,0.7349397590361446,0.7349397590361446,0.0,877.5
0.065,0.4999999999999998,1253,83,1170,785,468,0,0.6264964086193137,0.37350359138068634,0.0,0.6264964086193137,22,763,61,407,0,0,0.9719745222929936,0.0,0.26506024096385544,0.0,0.7349397590361446,0.7349397590361446,0.0,877.5
0.065,0.5049999999999998,1253,83,1170,785,468,0,0.6264964086193137,0.37350359138068634,0.0,0.6264964086193137,22,763,61,407,0,0,0.9719745222929936,0.0,0.26506024096385544,0.0,0.7349397590361446,0.7349397590361446,0.0,877.5
0.065,0.5099999999999998,1253,83,1170,785,468,0,0.6264964086193137,0.37350359138068634,0.0,0.6264964086193137,22,763,61,407,0,0,0.9719745222929936,0.0,0.26506024096385544,0.0,0.7349397590361446,0.7349397590361446,0.0,877.5
0.065,0.5149999999999998,1253,83,1170,785,468,0,0.6264964086193137,0.37350359138068634,0.0,0.6264964086193137,22,763,61,407,0,0,0.9719745222929936,0.0,0.26506024096385544,0.0,0.7349397590361446,0.7349397590361446,0.0,877.5
0.065,0.5199999999999998,1253,83,1170,785,468,0,0.6264964086193137,0.37350359138068634,0.0,0.6264964086193137,22,763,61,407,0,0,0.9719745222929936,0.0,0.26506024096385544,0.0,0.7349397590361446,0.7349397590361446,0.0,877.5
0.065,0.5249999999999998,1253,83,1170,785,468,0,0.6264964086193137,0.37350359138068634,0.0,0.6264964086193137,22,763,61,407,0,0,0.9719745222929936,0.0,0.26506024096385544,0.0,0.7349397590361446,0.7349397590361446,0.0,877.5
0.065,0.5299999999999998,1253,83,1170,785,468,0,0.6264964086193137,0.37350359138068634,0.0,0.6264964086193137,22,763,61,407,0,0,0.9719745222929936,0.0,0.26506024096385544,0.0,0.7349397590361446,0.7349397590361446,0.0,877.5
0.065,0.5349999999999998,1253,83,1170,785,468,0,0.6264964086193137,0.37350359138068634,0.0,0.6264964086193137,22,763,61,407,0,0,0.9719745222929936,0.0,0.26506024096385544,0.0,0.7349397590361446,0.7349397590361446,0.0,877.5
0.065,0.5399999999999998,1253,83,1170,785,468,0,0.6264964086193137,0.37350359138068634,0.0,0.6264964086193137,22,763,61,407,0,0,0.9719745222929936,0.0,0.26506024096385544,0.0,0.7349397590361446,0.7349397590361446,0.0,877.5
0.065,0.5449999999999997,1253,83,1170,785,468,0,0.6264964086193137,0.37350359138068634,0.0,0.6264964086193137,22,763,61,407,0,0,0.9719745222929936,0.0,0.26506024096385544,0.0,0.7349397590361446,0.7349397590361446,0.0,877.5
0.065,0.5499999999999997,1253,83,1170,785,468,0,0.6264964086193137,0.37350359138068634,0.0,0.6264964086193137,22,763,61,407,0,0,0.9719745222929936,0.0,0.26506024096385544,0.0,0.7349397590361446,0.7349397590361446,0.0,877.5
0.065,0.5549999999999997,1253,83,1170,785,468,0,0.6264964086193137,0.37350359138068634,0.0,0.6264964086193137,22,763,61,407,0,0,0.9719745222929936,0.0,0.26506024096385544,0.0,0.7349397590361446,0.7349397590361446,0.0,877.5
0.065,0.5599999999999997,1253,83,1170,785,468,0,0.6264964086193137,0.37350359138068634,0.0,0.6264964086193137,22,763,61,407,0,0,0.9719745222929936,0.0,0.26506024096385544,0.0,0.7349397590361446,0.7349397590361446,0.0,877.5
0.065,0.5649999999999997,1253,83,1170,785,468,0,0.6264964086193137,0.37350359138068634,0.0,0.6264964086193137,22,763,61,407,0,0,0.9719745222929936,0.0,0.26506024096385544,0.0,0.7349397590361446,0.7349397590361446,0.0,877.5
0.065,0.5699999999999997,1253,83,1170,785,468,0,0.6264964086193137,0.37350359138068634,0.0,0.6264964086193137,22,763,61,407,0,0,0.9719745222929936,0.0,0.26506024096385544,0.0,0.7349397590361446,0.7349397590361446,0.0,877.5
0.065,0.5749999999999997,1253,83,1170,785,468,0,0.6264964086193137,0.37350359138068634,0.0,0.6264964086193137,22,763,61,407,0,0,0.9719745222929936,0.0,0.26506024096385544,0.0,0.7349397590361446,0.7349397590361446,0.0,877.5
0.065,0.5799999999999997,1253,83,1170,785,468,0,0.6264964086193137,0.37350359138068634,0.0,0.6264964086193137,22,763,61,407,0,0,0.9719745222929936,0.0,0.26506024096385544,0.0,0.7349397590361446,0.7349397590361446,0.0,877.5
0.065,0.5849999999999997,1253,83,1170,785,468,0,0.6264964086193137,0.37350359138068634,0.0,0.6264964086193137,22,763,61,407,0,0,0.9719745222929936,0.0,0.26506024096385544,0.0,0.7349397590361446,0.7349397590361446,0.0,877.5
0.065,0.5899999999999997,1253,83,1170,785,468,0,0.6264964086193137,0.37350359138068634,0.0,0.6264964086193137,22,763,61,407,0,0,0.9719745222929936,0.0,0.26506024096385544,0.0,0.7349397590361446,0.7349397590361446,0.0,877.5
0.065,0.5949999999999998,1253,83,1170,785,468,0,0.6264964086193137,0.37350359138068634,0.0,0.6264964086193137,22,763,61,407,0,0,0.9719745222929936,0.0,0.26506024096385544,0.0,0.7349397590361446,0.7349397590361446,0.0,877.5
0.065,0.5999999999999998,1253,83,1170,785,468,0,0.6264964086193137,0.37350359138068634,0.0,0.6264964086193137,22,763,61,407,0,0,0.9719745222929936,0.0,0.26506024096385544,0.0,0.7349397590361446,0.7349397590361446,0.0,877.5
0.07,0.07499999999999998,1253,83,1170,846,40,367,0.6751795690343176,0.03192338387869114,0.2928970470869912,0.9680766161213089,29,817,7,33,47,320,0.9657210401891253,0.12806539509536785,0.3493975903614458,0.5662650602409639,0.08433734939759036,0.6506024096385542,0.27350427350427353,1576.5
0.07,0.07999999999999999,1253,83,1170,846,79,328,0.6751795690343176,0.06304868316041501,0.26177174780526735,0.936951316839585,29,817,11,68,43,285,0.9657210401891253,0.13109756097560976,0.3493975903614458,0.5180722891566265,0.13253012048192772,0.6506024096385542,0.24358974358974358,1508.5
0.07,0.08499999999999999,1253,83,1170,846,111,296,0.6751795690343176,0.08858739026336791,0.23623304070231443,0.9114126097366321,29,817,13,98,41,255,0.9657210401891253,0.13851351351351351,0.3493975903614458,0.4939759036144578,0.1566265060240964,0.6506024096385542,0.21794871794871795,1449.5
0.07,0.08999999999999998,1253,83,1170,846,138,269,0.6751795690343176,0.11013567438148444,0.21468475658419792,0.8898643256185156,29,817,14,124,40,229,0.9657210401891253,0.14869888475836432,0.3493975903614458,0.4819277108433735,0.1686746987951807,0.6506024096385542,0.19572649572649573,1398.0
0.07,0.09499999999999997,1253,83,1170,846,159,248,0.6751795690343176,0.12689545091779728,0.19792498004788509,0.8731045490822027,29,817,16,143,38,210,0.9657210401891253,0.1532258064516129,0.3493975903614458,0.4578313253012048,0.1927710843373494,0.6506024096385542,0.1794871794871795,1361.0
0.07,0.09999999999999998,1253,83,1170,846,184,223,0.6751795690343176,0.14684756584197925,0.1779728651237031,0.8531524341580208,29,817,16,168,38,185,0.9657210401891253,0.17040358744394618,0.3493975903614458,0.4578313253012048,0.1927710843373494,0.6506024096385542,0.1581196581196581,1311.0
0.07,0.10499999999999998,1253,83,1170,846,202,205,0.6751795690343176,0.16121308858739025,0.1636073423782921,0.8387869114126097,29,817,17,185,37,168,0.9657210401891253,0.18048780487804877,0.3493975903614458,0.4457831325301205,0.20481927710843373,0.6506024096385542,0.14358974358974358,1277.5
0.07,0.10999999999999997,1253,83,1170,846,223,184,0.6751795690343176,0.1779728651237031,0.14684756584197925,0.8220271348762969,29,817,20,203,34,150,0.9657210401891253,0.18478260869565216,0.3493975903614458,0.40963855421686746,0.24096385542168675,0.6506024096385542,0.1282051282051282,1243.0
0.07,0.11499999999999996,1253,83,1170,846,240,167,0.6751795690343176,0.19154030327214686,0.1332801276935355,0.8084596967278531,29,817,22,218,32,135,0.9657210401891253,0.19161676646706588,0.3493975903614458,0.3855421686746988,0.26506024096385544,0.6506024096385542,0.11538461538461539,1214.0
0.07,0.11999999999999997,1253,83,1170,846,255,152,0.6751795690343176,0.20351157222665603,0.12130885873902633,0.7964884277733439,29,817,23,232,31,121,0.9657210401891253,0.20394736842105263,0.3493975903614458,0.37349397590361444,0.27710843373493976,0.6506024096385542,0.10341880341880341,1186.5
0.07,0.12499999999999997,1253,83,1170,846,272,135,0.6751795690343176,0.21707901037509977,0.1077414205905826,0.7829209896249002,29,817,26,246,28,107,0.9657210401891253,0.2074074074074074,0.3493975903614458,0.3373493975903614,0.3132530120481928,0.6506024096385542,0.09145299145299145,1160.0
0.07,0.12999999999999995,1253,83,1170,846,290,117,0.6751795690343176,0.23144453312051078,0.09337589784517158,0.7685554668794893,29,817,26,264,28,89,0.9657210401891253,0.23931623931623933,0.3493975903614458,0.3373493975903614,0.3132530120481928,0.6506024096385542,0.07606837606837606,1124.0
0.07,0.13499999999999995,1253,83,1170,846,302,105,0.6751795690343176,0.24102154828411812,0.08379888268156424,0.7589784517158819,29,817,29,273,25,80,0.9657210401891253,0.23809523809523808,0.3493975903614458,0.30120481927710846,0.3493975903614458,0.6506024096385542,0.06837606837606838,1107.5
0.07,0.13999999999999996,1253,83,1170,846,310,97,0.6751795690343176,0.24740622505985635,0.07741420590582601,0.7525937749401437,29,817,29,281,25,72,0.9657210401891253,0.25773195876288657,0.3493975903614458,0.30120481927710846,0.3493975903614458,0.6506024096385542,0.06153846153846154,1091.5
0.07,0.14499999999999996,1253,83,1170,846,317,90,0.6751795690343176,0.2529928172386273,0.07182761372705507,0.7470071827613727,29,817,31,286,23,67,0.9657210401891253,0.25555555555555554,0.3493975903614458,0.27710843373493976,0.37349397590361444,0.6506024096385542,0.05726495726495726,1082.5
0.07,0.14999999999999997,1253,83,1170,846,330,77,0.6751795690343176,0.2633679169992019,0.061452513966480445,0.7366320830007981,29,817,35,295,19,58,0.9657210401891253,0.24675324675324675,0.3493975903614458,0.2289156626506024,0.42168674698795183,0.6506024096385542,0.04957264957264957,1066.5
0.07,0.15499999999999994,1253,83,1170,846,333,74,0.6751795690343176,0.2657621707901037,0.05905826017557861,0.7342378292098962,29,817,36,297,18,56,0.9657210401891253,0.24324324324324326,0.3493975903614458,0.21686746987951808,0.43373493975903615,0.6506024096385542,0.04786324786324787,1063.0
0.07,0.15999999999999995,1253,83,1170,846,337,70,0.6751795690343176,0.26895450917797287,0.055865921787709494,0.7310454908220272,29,817,37,300,17,53,0.9657210401891253,0.24285714285714285,0.3493975903614458,0.20481927710843373,0.4457831325301205,0.6506024096385542,0.0452991452991453,1057.5
0.07,0.16499999999999995,1253,83,1170,846,342,65,0.6751795690343176,0.27294493216280924,0.05187549880287311,0.7270550678371908,29,817,39,303,15,50,0.9657210401891253,0.23076923076923078,0.3493975903614458,0.18072289156626506,0.46987951807228917,0.6506024096385542,0.042735042735042736,1052.5
0.07,0.16999999999999993,1253,83,1170,846,349,58,0.6751795690343176,0.2785315243415802,0.04628890662410216,0.7214684756584198,29,817,39,310,15,43,0.9657210401891253,0.25862068965517243,0.3493975903614458,0.18072289156626506,0.46987951807228917,0.6506024096385542,0.03675213675213675,1038.5
0.07,0.17499999999999993,1253,83,1170,846,356,51,0.6751795690343176,0.2841181165203512,0.040702314445331206,0.7158818834796489,29,817,41,315,13,38,0.9657210401891253,0.2549019607843137,0.3493975903614458,0.1566265060240964,0.4939759036144578,0.6506024096385542,0.03247863247863248,1029.5
0.07,0.17999999999999994,1253,83,1170,846,364,43,0.6751795690343176,0.2905027932960894,0.034317637669592976,0.7094972067039106,29,817,44,320,10,33,0.9657210401891253,0.23255813953488372,0.3493975903614458,0.12048192771084337,0.5301204819277109,0.6506024096385542,0.028205128205128206,1021.0
0.07,0.18499999999999994,1253,83,1170,846,368,39,0.6751795690343176,0.2936951316839585,0.03112529928172386,0.7063048683160414,29,817,44,324,10,29,0.9657210401891253,0.2564102564102564,0.3493975903614458,0.12048192771084337,0.5301204819277109,0.6506024096385542,0.024786324786324785,1013.0
0.07,0.18999999999999995,1253,83,1170,846,369,38,0.6751795690343176,0.2944932162809258,0.030327214684756583,0.7055067837190743,29,817,45,324,9,29,0.9657210401891253,0.23684210526315788,0.3493975903614458,0.10843373493975904,0.5421686746987951,0.6506024096385542,0.024786324786324785,1013.5
0.07,0.19499999999999992,1253,83,1170,846,371,36,0.6751795690343176,0.29608938547486036,0.028731045490822026,0.7039106145251397,29,817,46,325,8,28,0.9657210401891253,0.2222222222222222,0.3493975903614458,0.0963855421686747,0.5542168674698795,0.6506024096385542,0.023931623931623933,1012.0
0.07,0.19999999999999993,1253,83,1170,846,373,34,0.6751795690343176,0.29768555466879487,0.02713487629688747,0.7023144453312051,29,817,46,327,8,26,0.9657210401891253,0.23529411764705882,0.3493975903614458,0.0963855421686747,0.5542168674698795,0.6506024096385542,0.022222222222222223,1008.0
0.07,0.20499999999999993,1253,83,1170,846,377,30,0.6751795690343176,0.300877893056664,0.023942537909018357,0.699122106943336,29,817,46,331,8,22,0.9657210401891253,0.26666666666666666,0.3493975903614458,0.0963855421686747,0.5542168674698795,0.6506024096385542,0.018803418803418803,1000.0
0.07,0.2099999999999999,1253,83,1170,846,385,22,0.6751795690343176,0.30726256983240224,0.017557861133280128,0.6927374301675978,29,817,47,338,7,15,0.9657210401891253,0.3181818181818182,0.3493975903614458,0.08433734939759036,0.5662650602409639,0.6506024096385542,0.01282051282051282,986.5
0.07,0.2149999999999999,1253,83,1170,846,385,22,0.6751795690343176,0.30726256983240224,0.017557861133280128,0.6927374301675978,29,817,47,338,7,15,0.9657210401891253,0.3181818181818182,0.3493975903614458,0.08433734939759036,0.5662650602409639,0.6506024096385542,0.01282051282051282,986.5
0.07,0.21999999999999992,1253,83,1170,846,386,21,0.6751795690343176,0.30806065442936953,0.01675977653631285,0.6919393455706305,29,817,47,339,7,14,0.9657210401891253,0.3333333333333333,0.3493975903614458,0.08433734939759036,0.5662650602409639,0.6506024096385542,0.011965811965811967,984.5
0.07,0.22499999999999992,1253,83,1170,846,387,20,0.6751795690343176,0.3088587390263368,0.01596169193934557,0.6911412609736632,29,817,47,340,7,13,0.9657210401891253,0.35,0.3493975903614458,0.08433734939759036,0.5662650602409639,0.6506024096385542,0.011111111111111112,982.5
0.07,0.22999999999999993,1253,83,1170,846,388,19,0.6751795690343176,0.30965682362330404,0.015163607342378291,0.690343176376696,29,817,48,340,6,13,0.9657210401891253,0.3157894736842105,0.3493975903614458,0.07228915662650602,0.5783132530120482,0.6506024096385542,0.011111111111111112,983.0
0.07,0.2349999999999999,1253,83,1170,846,391,16,0.6751795690343176,0.3120510774142059,0.012769353551476457,0.6879489225857941,29,817,49,342,5,11,0.9657210401891253,0.3125,0.3493975903614458,0.060240963855421686,0.5903614457831325,0.6506024096385542,0.009401709401709401,979.5
0.07,0.2399999999999999,1253,83,1170,846,393,14,0.6751795690343176,0.3136472466081405,0.0111731843575419,0.6863527533918595,29,817,49,344,5,9,0.9657210401891253,0.35714285714285715,0.3493975903614458,0.060240963855421686,0.5903614457831325,0.6506024096385542,0.007692307692307693,975.5
0.07,0.2449999999999999,1253,83,1170,846,395,12,0.6751795690343176,0.31524341580207504,0.009577015163607342,0.684756584197925,29,817,49,346,5,7,0.9657210401891253,0.4166666666666667,0.3493975903614458,0.060240963855421686,0.5903614457831325,0.6506024096385542,0.005982905982905983,971.5
0.07,0.2499999999999999,1253,83,1170,846,395,12,0.6751795690343176,0.31524341580207504,0.009577015163607342,0.684756584197925,29,817,49,346,5,7,0.9657210401891253,0.4166666666666667,0.3493975903614458,0.060240963855421686,0.5903614457831325,0.6506024096385542,0.005982905982905983,971.5
0.07,0.2549999999999999,1253,83,1170,846,396,11,0.6751795690343176,0.3160415003990423,0.008778930566640064,0.6839584996009577,29,817,49,347,5,6,0.9657210401891253,0.45454545454545453,0.3493975903614458,0.060240963855421686,0.5903614457831325,0.6506024096385542,0.005128205128205128,969.5
0.07,0.2599999999999999,1253,83,1170,846,397,10,0.6751795690343176,0.31683958499600956,0.007980845969672785,0.6831604150039904,29,817,50,347,4,6,0.9657210401891253,0.4,0.3493975903614458,0.04819277108433735,0.6024096385542169,0.6506024096385542,0.005128205128205128,970.0
0.07,0.2649999999999999,1253,83,1170,846,399,8,0.6751795690343176,0.31843575418994413,0.006384676775738229,0.6815642458100558,29,817,51,348,3,5,0.9657210401891253,0.375,0.3493975903614458,0.03614457831325301,0.6144578313253012,0.6506024096385542,0.004273504273504274,968.5
0.07,0.2699999999999999,1253,83,1170,846,400,7,0.6751795690343176,0.3192338387869114,0.00558659217877095,0.6807661612130886,29,817,51,349,3,4,0.9657210401891253,0.42857142857142855,0.3493975903614458,0.03614457831325301,0.6144578313253012,0.6506024096385542,0.003418803418803419,966.5
0.07,0.2749999999999999,1253,83,1170,846,400,7,0.6751795690343176,0.3192338387869114,0.00558659217877095,0.6807661612130886,29,817,51,349,3,4,0.9657210401891253,0.42857142857142855,0.3493975903614458,0.03614457831325301,0.6144578313253012,0.6506024096385542,0.003418803418803419,966.5
0.07,0.2799999999999999,1253,83,1170,846,401,6,0.6751795690343176,0.3200319233838787,0.004788507581803671,0.6799680766161214,29,817,52,349,2,4,0.9657210401891253,0.3333333333333333,0.3493975903614458,0.024096385542168676,0.6265060240963856,0.6506024096385542,0.003418803418803419,967.0
0.07,0.28499999999999986,1253,83,1170,846,401,6,0.6751795690343176,0.3200319233838787,0.004788507581803671,0.6799680766161214,29,817,52,349,2,4,0.9657210401891253,0.3333333333333333,0.3493975903614458,0.024096385542168676,0.6265060240963856,0.6506024096385542,0.003418803418803419,967.0
0.07,0.28999999999999987,1253,83,1170,846,401,6,0.6751795690343176,0.3200319233838787,0.004788507581803671,0.6799680766161214,29,817,52,349,2,4,0.9657210401891253,0.3333333333333333,0.3493975903614458,0.024096385542168676,0.6265060240963856,0.6506024096385542,0.003418803418803419,967.0
0.07,0.2949999999999999,1253,83,1170,846,402,5,0.6751795690343176,0.320830007980846,0.0039904229848363925,0.6791699920191541,29,817,53,349,1,4,0.9657210401891253,0.2,0.3493975903614458,0.012048192771084338,0.6385542168674698,0.6506024096385542,0.003418803418803419,967.5
0.07,0.2999999999999999,1253,83,1170,846,402,5,0.6751795690343176,0.320830007980846,0.0039904229848363925,0.6791699920191541,29,817,53,349,1,4,0.9657210401891253,0.2,0.3493975903614458,0.012048192771084338,0.6385542168674698,0.6506024096385542,0.003418803418803419,967.5
0.07,0.3049999999999999,1253,83,1170,846,403,4,0.6751795690343176,0.3216280925778133,0.0031923383878691143,0.6783719074221868,29,817,53,350,1,3,0.9657210401891253,0.25,0.3493975903614458,0.012048192771084338,0.6385542168674698,0.6506024096385542,0.002564102564102564,965.5
0.07,0.3099999999999999,1253,83,1170,846,404,3,0.6751795690343176,0.3224261771747805,0.0023942537909018356,0.6775738228252195,29,817,53,351,1,2,0.9657210401891253,0.3333333333333333,0.3493975903614458,0.012048192771084338,0.6385542168674698,0.6506024096385542,0.0017094017094017094,963.5
0.07,0.3149999999999999,1253,83,1170,846,404,3,0.6751795690343176,0.3224261771747805,0.0023942537909018356,0.6775738228252195,29,817,53,351,1,2,0.9657210401891253,0.3333333333333333,0.3493975903614458,0.012048192771084338,0.6385542168674698,0.6506024096385542,0.0017094017094017094,963.5
0.07,0.31999999999999984,1253,83,1170,846,405,2,0.6751795690343176,0.3232242617717478,0.0015961691939345571,0.6767757382282522,29,817,53,352,1,1,0.9657210401891253,0.5,0.3493975903614458,0.012048192771084338,0.6385542168674698,0.6506024096385542,0.0008547008547008547,961.5
0.07,0.32499999999999984,1253,83,1170,846,405,2,0.6751795690343176,0.3232242617717478,0.0015961691939345571,0.6767757382282522,29,817,53,352,1,1,0.9657210401891253,0.5,0.3493975903614458,0.012048192771084338,0.6385542168674698,0.6506024096385542,0.0008547008547008547,961.5
0.07,0.32999999999999985,1253,83,1170,846,406,1,0.6751795690343176,0.3240223463687151,0.0007980845969672786,0.6759776536312849,29,817,53,353,1,0,0.9657210401891253,1.0,0.3493975903614458,0.012048192771084338,0.6385542168674698,0.6506024096385542,0.0,959.5
0.07,0.33499999999999985,1253,83,1170,846,406,1,0.6751795690343176,0.3240223463687151,0.0007980845969672786,0.6759776536312849,29,817,53,353,1,0,0.9657210401891253,1.0,0.3493975903614458,0.012048192771084338,0.6385542168674698,0.6506024096385542,0.0,959.5
0.07,0.33999999999999986,1253,83,1170,846,406,1,0.6751795690343176,0.3240223463687151,0.0007980845969672786,0.6759776536312849,29,817,53,353,1,0,0.9657210401891253,1.0,0.3493975903614458,0.012048192771084338,0.6385542168674698,0.6506024096385542,0.0,959.5
0.07,0.34499999999999986,1253,83,1170,846,406,1,0.6751795690343176,0.3240223463687151,0.0007980845969672786,0.6759776536312849,29,817,53,353,1,0,0.9657210401891253,1.0,0.3493975903614458,0.012048192771084338,0.6385542168674698,0.6506024096385542,0.0,959.5
0.07,0.34999999999999987,1253,83,1170,846,407,0,0.6751795690343176,0.32482043096568236,0.0,0.6751795690343176,29,817,54,353,0,0,0.9657210401891253,0.0,0.3493975903614458,0.0,0.6506024096385542,0.6506024096385542,0.0,960.0
0.07,0.35499999999999987,1253,83,1170,846,407,0,0.6751795690343176,0.32482043096568236,0.0,0.6751795690343176,29,817,54,353,0,0,0.9657210401891253,0.0,0.3493975903614458,0.0,0.6506024096385542,0.6506024096385542,0.0,960.0
0.07,0.3599999999999999,1253,83,1170,846,407,0,0.6751795690343176,0.32482043096568236,0.0,0.6751795690343176,29,817,54,353,0,0,0.9657210401891253,0.0,0.3493975903614458,0.0,0.6506024096385542,0.6506024096385542,0.0,960.0
0.07,0.3649999999999998,1253,83,1170,846,407,0,0.6751795690343176,0.32482043096568236,0.0,0.6751795690343176,29,817,54,353,0,0,0.9657210401891253,0.0,0.3493975903614458,0.0,0.6506024096385542,0.6506024096385542,0.0,960.0
0.07,0.36999999999999983,1253,83,1170,846,407,0,0.6751795690343176,0.32482043096568236,0.0,0.6751795690343176,29,817,54,353,0,0,0.9657210401891253,0.0,0.3493975903614458,0.0,0.6506024096385542,0.6506024096385542,0.0,960.0
0.07,0.37499999999999983,1253,83,1170,846,407,0,0.6751795690343176,0.32482043096568236,0.0,0.6751795690343176,29,817,54,353,0,0,0.9657210401891253,0.0,0.3493975903614458,0.0,0.6506024096385542,0.6506024096385542,0.0,960.0
0.07,0.37999999999999984,1253,83,1170,846,407,0,0.6751795690343176,0.32482043096568236,0.0,0.6751795690343176,29,817,54,353,0,0,0.9657210401891253,0.0,0.3493975903614458,0.0,0.6506024096385542,0.6506024096385542,0.0,960.0
0.07,0.38499999999999984,1253,83,1170,846,407,0,0.6751795690343176,0.32482043096568236,0.0,0.6751795690343176,29,817,54,353,0,0,0.9657210401891253,0.0,0.3493975903614458,0.0,0.6506024096385542,0.6506024096385542,0.0,960.0
0.07,0.38999999999999985,1253,83,1170,846,407,0,0.6751795690343176,0.32482043096568236,0.0,0.6751795690343176,29,817,54,353,0,0,0.9657210401891253,0.0,0.3493975903614458,0.0,0.6506024096385542,0.6506024096385542,0.0,960.0
0.07,0.39499999999999985,1253,83,1170,846,407,0,0.6751795690343176,0.32482043096568236,0.0,0.6751795690343176,29,817,54,353,0,0,0.9657210401891253,0.0,0.3493975903614458,0.0,0.6506024096385542,0.6506024096385542,0.0,960.0
0.07,0.3999999999999998,1253,83,1170,846,407,0,0.6751795690343176,0.32482043096568236,0.0,0.6751795690343176,29,817,54,353,0,0,0.9657210401891253,0.0,0.3493975903614458,0.0,0.6506024096385542,0.6506024096385542,0.0,960.0
